name,country,institution,dblp,pid,final_url,expertise
mainack mondal,india,"indian institute of technology, kharagpur",https://dblp.org/pid/87/8324.html,87-8324,https://dblp.org/pid/87/8324.html,4
mamoru komachi,japan,tokyo metropolitan university,https://dblp.uni-trier.de/pers/k/Komachi:Mamoru.html,88-2433,https://dblp.uni-trier.de/pid/88/2433.html,5
man lung yiu,hong kong sar,hong kong polytechnic university,https://dblp.org/pers/y/Yiu:Man_Lung.html,23-282,https://dblp.org/pid/23/282.html,5
manasi vartak,united states,verta,https://dblp.org/pers/v/Vartak:Manasi.html,25-7592,https://dblp.org/pid/25/7592.html,10
maneesh singh,united states,verisk analytics,https://dblp.org/pid/263/9205-1.html,263-9205-1,https://dblp.org/pid/263/9205-1.html,7
manica scannapieco,italy,istat,https://dblp.org/pers/s/Scannapieco:Monica.html,s-MonicaScannapieco,https://dblp.org/pid/s/MonicaScannapieco.html,10
manik gupta,india,"bits pilani, hyderabad campus",https://dblp.org/pers/g/Gupta:Manik.html,22-10701,https://dblp.org/pid/22/10701.html,1
manish gupta,india,microsoft,https://dblp.org/pid/g/ManishGupta1.html,g-ManishGupta1,https://dblp.org/pid/g/ManishGupta1.html,3
manish kesarwani,india,"ibm research, india",https://dblp.org/pid/210/0825.html,210-0825,https://dblp.org/pid/210/0825.html,2
manish singh,india,"indian institute of technology, hyderabad",https://dblp.uni-trier.de/pers/s/Singh_0002:Manish.html,78-459-2,https://dblp.uni-trier.de/pid/78/459-2.html,6
manjira sinha,india,xerox research center india,https://dblp.org/pers/s/Sinha:Manjira.html,127-0162,https://dblp.org/pid/127/0162.html,5
manoj agarwal,india,microsoft,https://dblp.org/pers/a/Agarwal:Manoj_K=.html,90-1415,https://dblp.org/pid/90/1415.html,6
manoj kumar chinnakotla,india,microsoft,https://dblp.org/pers/c/Chinnakotla:Manoj_Kumar.html,58-6066,https://dblp.org/pid/58/6066.html,7
manolis terrovitis,greece,imis,https://dblp.org/pers/t/Terrovitis:Manolis.html,t-ManolisTerrovitis,https://dblp.org/pid/t/ManolisTerrovitis.html,1
manos athanassoulis,united states,boston university,https://dblp.org/pers/a/Athanassoulis:Manos.html,82-7402,https://dblp.org/pid/82/7402.html,4
manos karpathiotakis,united kingdom,facebook,https://dblp.org/pers/k/Karpathiotakis:Manos.html,41-9728,https://dblp.org/pid/41/9728.html,4
manuel ciosici,united states,information sciences institute,https://dblp.org/pers/c/Ciosici:Manuel_R=.html,185-1013,https://dblp.org/pid/185/1013.html,8
marcelo arenas,chile,universidad catolica & imfd chile,https://dblp.org/pid/76/6735.html,76-6735,https://dblp.org/pid/76/6735.html,8
marco brambilla,italy,politecnico di milano,https://dblp.org/pers/hd/b/Brambilla_0001:Marco,b-MarcoBrambilla,https://dblp.org/pid/b/MarcoBrambilla.html,8
markus weimer,united states,microsoft,https://dblp.uni-trier.de/pers/w/Weimer:Markus.html,89-6502,https://dblp.uni-trier.de/pid/89/6502.html,4
martin atzmuller,netherlands,tilburg university,https://dblp.uni-trier.de/pers/a/Atzm=uuml=ller:Martin.html,22-4732,https://dblp.uni-trier.de/pid/22/4732.html,9
martin potthast,germany,bauhaus university,https://dblp.uni-trier.de/pers/p/Potthast:Martin.html,87-6573,https://dblp.uni-trier.de/pid/87/6573.html,4
martin theobald,luxembourg,university of luxembourg,https://dblp.org/pers/t/Theobald:Martin.html,t-MartinTheobald,https://dblp.org/pid/t/MartinTheobald.html,6
martin theobald,luxembourg,university of luxemburg,https://dblp.org/pers/t/Theobald:Martin.html,t-MartinTheobald,https://dblp.org/pid/t/MartinTheobald.html,5
marwan hassani,netherlands,eindhoven university of technology,https://dblp.org/pers/h/Hassani:Marwan.html,09-7444,https://dblp.org/pid/09/7444.html,6
masaru kitsuregawa,japan,university of tokyo,https://dblp.uni-trier.de/pers/k/Kitsuregawa:Masaru.html,k-MasaruKitsuregawa,https://dblp.uni-trier.de/pid/k/MasaruKitsuregawa.html,8
masatoshi yoshikawa,japan,kyoto university,https://dblp.org/pers/y/Yoshikawa:Masatoshi.html,y-MasatoshiYoshikawa,https://dblp.org/pid/y/MasatoshiYoshikawa.html,3
matei zaharia,united states,stanford and databricks,https://dblp.uni-trier.de/pers/z/Zaharia:Matei.html,36-2133,https://dblp.uni-trier.de/pid/36/2133.html,5
matteo golfarelli,italy,university of bologna,https://dblp.org/pers/g/Golfarelli:Matteo.html,g-MatteoGolfarelli,https://dblp.org/pid/g/MatteoGolfarelli.html,6
matteo interlandi,united states,microsoft,https://dblp.org/pid/49/10034.html,49-10034,https://dblp.org/pid/49/10034.html,2
matteo interlandi,united states,microsoft,https://dblp.org/pid/49/10034.html,49-10034,https://dblp.org/pid/49/10034.html,8
matteo lissandrini,denmark,aalborg university,https://dblp.org/pers/l/Lissandrini:Matteo.html,139-1128,https://dblp.org/pid/139/1128.html,7
matteo paganelli,italy,universitââ  di modena e reggio emilia,https://dblp.org/pid/206/0032.html,206-0032,https://dblp.org/pid/206/0032.html,7
matthaios olma,united states,microsoft research,https://dblp.org/pers/o/Olma:Matthaios.html,147-1263,https://dblp.org/pid/147/1263.html,2
matthias boehm,austria,graz university of technology,https://dblp.org/pid/75/887.html,75-887,https://dblp.org/pid/75/887.html,8
matthias boehm,united states,ibm almaden,https://dblp.org/pid/75/887.html,75-887,https://dblp.org/pid/75/887.html,9
matthias boehm,austria,tu graz,https://dblp.org/pid/75/887.html,75-887,https://dblp.org/pid/75/887.html,7
matthias brantner,united states,oracle inc.,https://dblp.org/pers/b/Brantner:Matthias.html,82-1740,https://dblp.org/pid/82/1740.html,7
matthias renz,united states,george mason univ.,https://dblp.org/pid/r/MatthiasRenz.html,r-MatthiasRenz,https://dblp.org/pid/r/MatthiasRenz.html,4
matthias renz,germany,university of kiel,https://dblp.org/pid/r/MatthiasRenz.html,r-MatthiasRenz,https://dblp.org/pid/r/MatthiasRenz.html,9
matthieu latapy,france,lip6,https://dblp.org/pers/l/Latapy:Matthieu.html,l-MLatapy,https://dblp.org/pid/l/MLatapy.html,9
maunendra sankar desarkar,india,"iit hyderabad, india",https://dblp.org/pers/d/Desarkar:Maunendra_Sankar.html,46-8779,https://dblp.org/pid/46/8779.html,6
maurizio  hernandez,united states,ibm,https://dblp.org/pid/56/451.html,56-451,https://dblp.org/pid/56/451.html,1
mauro conti,italy,university of padua,https://dblp.uni-trier.de/pers/c/Conti:Mauro.html,82-4386,https://dblp.uni-trier.de/pid/82/4386.html,6
max chevalier,france,irit,https://dblp.uni-trier.de/pers/c/Chevalier:Max.html,c-MaxChevalier,https://dblp.uni-trier.de/pid/c/MaxChevalier.html,3
max heimel,germany,snowflake,https://dblp.org/pid/77/3753.html,77-3753,https://dblp.org/pid/77/3753.html,6
max schleich,germany,relational ai,https://dblp.org/pid/181/5823.html,181-5823,https://dblp.org/pid/181/5823.html,1
maximilian schleich,united states,university of washington,https://dblp.org/pid/181/5823.html,181-5823,https://dblp.org/pid/181/5823.html,6
maya ramanath,india,iit delhi,https://dblp.org/pers/r/Ramanath:Maya.html,r-MayaRamanath,https://dblp.org/pid/r/MayaRamanath.html,10
mayank singh,india,indian institute of technology kharagpur,https://dblp.org/pid/96/4770.html,96-4770,https://dblp.org/pid/96/4770.html,7
mayank singh,india,"indian institute of technology, kharagpur",https://dblp.org/pid/96/4770.html,96-4770,https://dblp.org/pid/96/4770.html,5
mayukh das,india,"microsoft research lab, india",https://dblp.org/pid/186/1469.html,186-1469,https://dblp.org/pid/186/1469.html,7
mayukh das,united states,university of texas at dalas,https://dblp.org/pid/186/1469.html,186-1469,https://dblp.org/pid/186/1469.html,3
mayuresh  prakash kunjir,qatar,"qatar computing research institute, hbku",https://dblp.org/pid/71/11498.html,71-11498,https://dblp.org/pid/71/11498.html,3
megha khosla,germany,"l3s research center, leibniz university",https://dblp.org/pid/71/9649.html,71-9649,https://dblp.org/pid/71/9649.html,7
meihui zhang,china,beijing institute of technology,https://dblp.org/pid/08/7259.html,08-7259,https://dblp.org/pid/08/7259.html,3
melanie herschel,germany,universitat stuttgart,https://dblp.org/pers/h/Herschel:Melanie.html,w-MelanieWeis,https://dblp.org/pid/w/MelanieWeis.html,1
meng jiang,united states,university of notre dame,https://dblp.uni-trier.de/pers/hd/j/Jiang_0001:Meng,69-339-1,https://dblp.uni-trier.de/pid/69/339-1.html,4
meng qu,china,pku.edu.cn,https://dblp.uni-trier.de/pers/q/Qu:Meng.html,14-8543,https://dblp.uni-trier.de/pid/14/8543.html,2
mengting wan,united states,"airbnb, inc",https://dblp.uni-trier.de/pers/hd/w/Wan:Mengting,173-4598,https://dblp.uni-trier.de/pid/173/4598.html,10
miao qiao,new zealand,the university of auckland,https://dblp.org/pers/q/Qiao:Miao.html,93-9883,https://dblp.org/pid/93/9883.html,10
michael boehlen,switzerland,university of zurich,https://dblp.uni-trier.de/pers/b/B=ouml=hlen:Michael_H=.html,b-MichaelHBohlen,https://dblp.uni-trier.de/pid/b/MichaelHBohlen.html,3
michael cafarella,united states,mit csail,https://dblp.org/pid/82/231.html,82-231,https://dblp.org/pid/82/231.html,6
michael cafarella,united states,university of michigan,https://dblp.org/pid/82/231.html,82-231,https://dblp.org/pid/82/231.html,9
michael carey,united states,uc irvine,https://dblp.org/pid/31/3455.html,31-3455,https://dblp.org/pid/31/3455.html,5
michael franklin,united states,university of chicago,https://dblp.org/pid/f/MJFranklin.html,f-MJFranklin,https://dblp.org/pid/f/MJFranklin.html,3
michael grossniklaus,germany,u konstanz,https://dblp.org/pid/73/6114.html,73-6114,https://dblp.org/pid/73/6114.html,4
michael gubanov,united states,florida state university,https://dblp.org/pers/g/Gubanov:Michael_N=.html,10-5842,https://dblp.org/pid/10/5842.html,5
michael gubanov,united states,florida state university,https://dblp.org/pers/g/Gubanov:Michael_N=.html,10-5842,https://dblp.org/pid/10/5842.html,10
michael mathioudakis,finland,university of helsinki,https://dblp.org/pers/m/Mathioudakis:Michael.html,80-3560,https://dblp.org/pid/80/3560.html,2
michael mior,united states,rit,https://dblp.org/pid/20/9709.html,20-9709,https://dblp.org/pid/20/9709.html,1
michael mior,united states,rochester institute of technology,https://dblp.org/pid/20/9709.html,20-9709,https://dblp.org/pid/20/9709.html,5
michaela hardt,united states,amazon,https://dblp.org/pid/119/7671.html,119-7671,https://dblp.org/pid/119/7671.html,6
mike stonebraker,united states,mit,https://dblp.org/pid/s/MichaelStonebraker.html,s-MichaelStonebraker,https://dblp.org/pid/s/MichaelStonebraker.html,8
min xie,united states,instacart,https://dblp.org/pid/78/8779.html,78-8779,https://dblp.org/pid/78/8779.html,4
min zhang,china,tsinghua university,https://dblp.uni-trier.de/pers/hd/z/Zhang_0006:Min,83-5342-6,https://dblp.uni-trier.de/pid/83/5342-6.html,3
ming li,united states,university of texas arlington,https://dblp.org/pid/l/MingLi6.html,l-MingLi6,https://dblp.org/pid/l/MingLi6.html,5
ming liu,china,harbin institute of technology,https://dblp.uni-trier.de/pers/hd/l/Liu_0018:Ming,20-2039-18,https://dblp.uni-trier.de/pid/20/2039-18.html,1
mingjie tang,united states,ant group usa,https://dblp.org/pid/01/7213.html,01-7213,https://dblp.org/pid/01/7213.html,10
minos garofalakis,crete,technical university of crete,https://dblp.org/pers/g/Garofalakis:Minos_N=.html,g-MinosNGarofalakis,https://dblp.org/pid/g/MinosNGarofalakis.html,7
mirek riedewald,united states,northeastern,https://dblp.uni-trier.de/pers/r/Riedewald:Mirek.html,r-MirekRiedewald,https://dblp.uni-trier.de/pid/r/MirekRiedewald.html,1
mirella moro,brazil,universidade federal de minas gerais,https://dblp.org/pid/m/MirellaMouraMoro.html,m-MirellaMouraMoro,https://dblp.org/pid/m/MirellaMouraMoro.html,1
mohamed  y. eltabakh,united states,worcester polytechnic institute,https://dblp.org/pid/49/6395.html,49-6395,https://dblp.org/pid/49/6395.html,10
mohamed mokbel,united states,univ of minnesota,https://dblp.org/pid/94/5893.html,94-5893,https://dblp.org/pid/94/5893.html,9
mohamed mokbel,united states,university of minnesota - twin cities,https://dblp.org/pid/94/5893.html,94-5893,https://dblp.org/pid/94/5893.html,3
mohamed s. hassan,united states,oracle,https://dblp.org/pid/166/8411.html,166-8411,https://dblp.org/pid/166/8411.html,4
mohamed sarwat,united states,asu,https://dblp.uni-trier.de/pers/s/Sarwat:Mohamed.html,95-9990,https://dblp.uni-trier.de/pid/95/9990.html,1
mohamed sharaf,uae,united arab emirates university,https://dblp.org/pid/s/MohamedASharaf.html,s-MohamedASharaf,https://dblp.org/pid/s/MohamedASharaf.html,5
mohamed sharaf,australia,university of queensland,https://dblp.org/pid/s/MohamedASharaf.html,s-MohamedASharaf,https://dblp.org/pid/s/MohamedASharaf.html,6
mohamed soliman,united states,apple,https://dblp.org/pid/40/4987.html,40-4987,https://dblp.org/pid/40/4987.html,7
mohammad dashti,united states,mongodb,https://dblp.org/pid/01/4316-1.html,01-4316-1,https://dblp.org/pid/01/4316-1.html,6
mohammad javad amiri,united states,university of pennsylvania,https://dblp.org/pid/183/8663.html,183-8663,https://dblp.org/pid/183/8663.html,2
mohammad sadoghi,united states,uc davis,https://dblp.org/pid/56/7016.html,56-7016,https://dblp.org/pid/56/7016.html,9
mohammad sadoghi,united states,uc davis,https://dblp.org/pid/56/7016.html,56-7016,https://dblp.org/pid/56/7016.html,2
mohammad sadoghi,united states,"university of california, davis",https://dblp.org/pid/56/7016.html,56-7016,https://dblp.org/pid/56/7016.html,3
mohammad sorower,united states,phillip,https://dblp.uni-trier.de/pers/s/Sorower:Mohammad_S=.html,73-2496,https://dblp.uni-trier.de/pid/73/2496.html,4
mohammed eunus ali,bangladesh,bangladesh university of engineering and technology (buet),https://dblp.org/pers/a/Ali:Mohammed_Eunus.html,46-2884,https://dblp.org/pid/46/2884.html,6
monojit choudhury,india,microsoft,https://dblp.uni-trier.de/pid/29/5841.html,29-5841,https://dblp.uni-trier.de/pid/29/5841.html,7
morakot choetkiertikul,thailand,mahidol university,https://dblp.org/pid/20/9870.html,20-9870,https://dblp.org/pid/20/9870.html,10
mostafa milani,canada,the university of western ontario,https://dblp.org/pid/139/0871.html,139-0871,https://dblp.org/pid/139/0871.html,5
mourad ouzzani,qatar,"qatar computing research institute, hbku",https://dblp.org/pers/o/Ouzzani:Mourad.html,o-MouradOuzzani,https://dblp.org/pid/o/MouradOuzzani.html,6
muhammad aamir cheema,australia,monash university,https://dblp.org/pers/c/Cheema:Muhammad_Aamir.html,55-5690,https://dblp.org/pid/55/5690.html,5
muhammad abulaish,india,south asian university,https://dblp.uni-trier.de/pers/a/Abulaish:Muhammad.html,42-904,https://dblp.uni-trier.de/pid/42/904.html,3
murat demirbas,united states,"university at buffalo, suny",https://dblp.org/pers/d/Demirbas:Murat.html,11-6409,https://dblp.org/pid/11/6409.html,6
murat kantarcioglu,united states,ut dallas,https://dblp.org/pers/k/Kantarcioglu:Murat.html,36-195,https://dblp.org/pid/36/195.html,7
nan tang,qatar,"qatar computing research institute, hbku",https://dblp.org/pers/t/Tang_0001:Nan.html,27-104-1,https://dblp.org/pid/27/104-1.html,6
narayanan edakunni,india,conduent,https://dblp.org/pers/e/Edakunni:Narayanan_Unny.html,30-7183,https://dblp.org/pid/30/7183.html,8
naresh manwani,india,iiit hyderabad,https://dblp.org/pid/17/2536.html,17-2536,https://dblp.org/pid/17/2536.html,3
natacha crooks,united states,uc berkeley,https://dblp.org/pid/161/0113.html,161-0113,https://dblp.org/pid/161/0113.html,10
natwar modani,india,adobe research,https://dblp.org/pers/m/Modani:Natwar.html,23-3743,https://dblp.org/pid/23/3743.html,7
neoklis polyzotis,united states,google,https://dblp.org/pers/p/Polyzotis:Neoklis.html,p-NeoklisPolyzotis,https://dblp.org/pid/p/NeoklisPolyzotis.html,3
nesime tatbul,united states,intel/mit,https://dblp.org/pers/t/Tatbul:Nesime.html,t-NesimeTatbul,https://dblp.org/pid/t/NesimeTatbul.html,8
nga tran,united states,tableau,https://dblp.org/pers/t/Tran:Nga.html,80-4976,https://dblp.org/pid/80/4976.html,4
nick koudas,canada,university of toronto,https://dblp.org/pers/k/Koudas:Nick.html,k-NickKoudas,https://dblp.org/pid/k/NickKoudas.html,6
nicolas anciaux,france,inria,https://dblp.uni-trier.de/pers/a/Anciaux:Nicolas.html,00-1107,https://dblp.uni-trier.de/pid/00/1107.html,9
niharika sachdeva,india,naukri,https://dblp.org/pid/119/0385.html,119-0385,https://dblp.org/pid/119/0385.html,8
nikesh garera,india,flipkart,https://dblp.org/pid/76/322.html,76-322,https://dblp.org/pid/76/322.html,7
niketan pansare,united states,ibm almaden,https://dblp.org/pers/p/Pansare:Niketan.html,13-8165,https://dblp.org/pid/13/8165.html,2
niketan pansare,united states,,https://dblp.org/pers/p/Pansare:Niketan.html,13-8165,https://dblp.org/pid/13/8165.html,4
nikita bhutani,united states,megagon labs,https://dblp.org/pid/188/9073.html,188-9073,https://dblp.org/pid/188/9073.html,5
nikolaos tziavelis,united states,northeastern university,https://dblp.org/pid/254/0972.html,254-0972,https://dblp.org/pid/254/0972.html,5
nikolaus augsten,austria,university of salzburg,https://dblp.org/pers/a/Augsten:Nikolaus.html,76-3961,https://dblp.org/pid/76/3961.html,10
nikolay yakovets,netherlands,eindhoven  university of technology,https://dblp.org/pid/92/9686.html,92-9686,https://dblp.org/pid/92/9686.html,3
nikos armenatzoglou,united states,amazon web services,https://dblp.org/pid/58/1327.html,58-1327,https://dblp.org/pid/58/1327.html,5
nikos bikakis,greece,athena research center,https://dblp.org/pid/57/7247.html,57-7247,https://dblp.org/pid/57/7247.html,10
nikos giatrakos,greece,technical university of crete,https://dblp.org/pid/17/1242.html,17-1242,https://dblp.org/pid/17/1242.html,1
nikos mamoulis,hong kong sar,the university of hong kong,https://dblp.org/pid/34/6253.html,34-6253,https://dblp.org/pid/34/6253.html,5
nikos mamoulis,greece,university of ioannina,https://dblp.org/pid/34/6253.html,34-6253,https://dblp.org/pid/34/6253.html,3
nikos ntarmos,united kingdom,huawei technologies r&d (uk) ltd,https://dblp.org/pers/n/Ntarmos:Nikos.html,n-NikosNtarmos,https://dblp.org/pid/n/NikosNtarmos.html,4
nikos r. katsipoulakis,united states,amazon web services,https://dblp.org/pid/142/7802.html,142-7802,https://dblp.org/pid/142/7802.html,10
niladri chatterjee,india,iit delhi,https://dblp.org/pers/c/Chatterjee:Niladri.html,03-545,https://dblp.org/pid/03/545.html,5
niloy ganguly,india,indian institute of technology kharagpur,https://dblp.org/pers/g/Ganguly:Niloy.html,52-6987,https://dblp.org/pid/52/6987.html,9
ninghui li,united states,purdue university,https://dblp.org/pid/l/NinghuiLi.html,l-NinghuiLi,https://dblp.org/pid/l/NinghuiLi.html,9
ninghui li,united states,purdue university,https://dblp.org/pid/l/NinghuiLi.html,l-NinghuiLi,https://dblp.org/pid/l/NinghuiLi.html,10
niraj kumar,india,"samsung r&d institute india, bangalore",https://dblp.uni-trier.de/pers/hd/k/Kumar_0001:Niraj,87-819-1,https://dblp.uni-trier.de/pid/87/819-1.html,10
nishant sinha,india,offnote labs,https://dblp.org/pers/hd/s/Sinha_0001:Nishant,07-201-1,https://dblp.org/pid/07/201-1.html,5
nishtha madaan,india,"ibm, india research lab",https://dblp.org/pers/m/Madaan:Nishtha.html,159-0466,https://dblp.org/pid/159/0466.html,4
nitin gupta,india,ibm,https://dblp.org/pid/12/1770-5.html,12-1770-5,https://dblp.org/pid/12/1770-5.html,10
niv dayan,united states,pliops,https://dblp.org/pers/d/Dayan:Niv.html,129-6927,https://dblp.org/pid/129/6927.html,5
niyati chhaya,india,"big data experience lab, adobe research",https://dblp.org/pers/c/Chhaya:Niyati.html,83-9923,https://dblp.org/pid/83/9923.html,2
norman may,germany,sap ag,https://dblp.uni-trier.de/pers/m/May:Norman.html,89-6071,https://dblp.uni-trier.de/pid/89/6071.html,7
norman paton,united kingdom,university of  manchester,https://dblp.uni-trier.de/pers/p/Paton:Norman_W=.html,p-NWPaton,https://dblp.uni-trier.de/pid/p/NWPaton.html,10
nur haldar,australia,the university of western australia,https://dblp.org/pid/124/3439.html,124-3439,https://dblp.org/pid/124/3439.html,1
oana balmau,canada,"mcgill, canada",https://dblp.org/pers/b/Balmau:Oana.html,157-1134,https://dblp.org/pid/157/1134.html,2
odysseas papapetrou,netherlands,tu eindhoven,https://dblp.org/pers/p/Papapetrou:Odysseas.html,p-OdysseasPapapetrou,https://dblp.org/pid/p/OdysseasPapapetrou.html,8
odysseas papapetrou,netherlands,tu eindhoven,https://dblp.org/pid/p/OdysseasPapapetrou.html,p-OdysseasPapapetrou,https://dblp.org/pid/p/OdysseasPapapetrou.html,7
oktie hassanzadeh,united states,ibm research,https://dblp.uni-trier.de/pers/h/Hassanzadeh:Oktie.html,h-OktieHassanzadeh,https://dblp.uni-trier.de/pid/h/OktieHassanzadeh.html,8
olga papaemmanouil,united states,brandeis university,https://dblp.org/pers/p/Papaemmanouil:Olga.html,37-3024,https://dblp.org/pid/37/3024.html,5
olga poppe,united states,microsoft,https://dblp.org/pid/71/7422.html,71-7422,https://dblp.org/pid/71/7422.html,6
olga poppe,united states,microsoft,https://dblp.org/pid/71/7422.html,71-7422,https://dblp.org/pid/71/7422.html,2
oliver kennedy,united states,"university at buffalo, suny",https://dblp.uni-trier.de/pers/k/Kennedy:Oliver.html,75-5478,https://dblp.uni-trier.de/pid/75/5478.html,2
omar chowdhury,united states,university of iowa,https://dblp.org/pid/53/7986.html,53-7986,https://dblp.org/pid/53/7986.html,7
orestis polychroniou,united states,amazon,https://dblp.org/pers/p/Polychroniou:Orestis.html,131-4377,https://dblp.org/pid/131/4377.html,2
pabitra mitra,india,indian institute of technology kharagpur,https://dblp.org/pers/m/Mitra:Pabitra.html,m-PabitraMitra,https://dblp.org/pid/m/PabitraMitra.html,7
pan du,canada,university of montreal,https://dblp.uni-trier.de/pers/d/Du:Pan.html,74-5694,https://dblp.uni-trier.de/pid/74/5694.html,7
panagiotis bouros,germany,johannes gutenberg university mainz,https://dblp.org/pers/b/Bouros:Panagiotis.html,38-4801,https://dblp.org/pid/38/4801.html,10
panagiotis karras,denmark,aalborg university,https://dblp.uni-trier.de/pers/k/Karras:Panagiotis.html,08-5342,https://dblp.uni-trier.de/pid/08/5342.html,2
panagiotis karras,denmark,aarhus university,https://dblp.uni-trier.de/pers/k/Karras:Panagiotis.html,08-5342,https://dblp.uni-trier.de/pid/08/5342.html,9
panagiotis papapetrou,sweden,stockholm university,https://dblp.uni-trier.de/pers/p/Papapetrou:Panagiotis.html,59-3814,https://dblp.uni-trier.de/pid/59/3814.html,9
pankaj agarwal,united states,duke university,https://dblp.uni-trier.de/pers/a/Agarwal:Pankaj_K=.html,a-PankajKAgarwal,https://dblp.uni-trier.de/pid/a/PankajKAgarwal.html,9
panos chrysanthis,united states,university of pittsburgh,https://dblp.uni-trier.de/pers/c/Chrysanthis:Panos_K=.html,c-PKChrysanthis,https://dblp.uni-trier.de/pid/c/PKChrysanthis.html,9
panos kalnis,saudi arabia,king abdullah university of science and technology,https://dblp.uni-trier.de/pers/k/Kalnis:Panos.html,97-3036,https://dblp.uni-trier.de/pid/97/3036.html,1
paolo atzeni,italy,roma tre university,https://dblp.org/pid/a/PAtzeni.html,a-PAtzeni,https://dblp.org/pid/a/PAtzeni.html,1
paolo garza,italy,politecnico di torino,https://dblp.org/pid/g/PaoloGarza.html,g-PaoloGarza,https://dblp.org/pid/g/PaoloGarza.html,7
paolo guagliardo,united kingdom,university of edinburgh,https://dblp.org/pid/47/9855.html,47-9855,https://dblp.org/pid/47/9855.html,5
paolo merialdo,italy,roma tre university,https://dblp.uni-trier.de/pid/m/PaoloMerialdo.html,m-PaoloMerialdo,https://dblp.uni-trier.de/pid/m/PaoloMerialdo.html,10
paolo merialdo,italy,university roma tre,https://dblp.uni-trier.de/pid/m/PaoloMerialdo.html,m-PaoloMerialdo,https://dblp.uni-trier.de/pid/m/PaoloMerialdo.html,8
paolo missier,united kingdom,newcastle university,https://dblp.org/pid/28/1062.html,28-1062,https://dblp.org/pid/28/1062.html,7
paolo missier,united kingdom,newcastle university,https://dblp.org/pid/28/1062.html,28-1062,https://dblp.org/pid/28/1062.html,7
paolo papotti,france,eurecom,https://dblp.org/pers/p/Papotti:Paolo.html,p-PaoloPapotti,https://dblp.org/pid/p/PaoloPapotti.html,7
paraschos koutris,united states,university of wisconsin-madison,https://dblp.org/pers/k/Koutris:Paraschos.html,49-8316,https://dblp.org/pid/49/8316.html,9
paris carbone,sweden,kth royal institute of technology,https://dblp.org/pid/90/7704.html,90-7704,https://dblp.org/pid/90/7704.html,6
paris koutris,united states,u. of wisconsin,https://dblp.org/pid/49/8316.html,49-8316,https://dblp.org/pid/49/8316.html,5
parke godfrey,canada,york university,https://dblp.org/pid/g/ParkeGodfrey.html,g-ParkeGodfrey,https://dblp.org/pid/g/ParkeGodfrey.html,8
parth gupta,spain,amazon,https://dblp.org/pers/g/Gupta:Parth.html,80-8429,https://dblp.org/pid/80/8429.html,7
peifeng li,china,"soochow university, china",https://dblp.org/pers/l/Li:Peifeng.html,00-1996,https://dblp.org/pid/00/1996.html,7
peifeng yin,united states,pinterest,https://dblp.org/pers/y/Yin:Peifeng.html,66-8700,https://dblp.org/pid/66/8700.html,8
peixiang zhao,united states,florida state univ,https://dblp.org/pers/z/Zhao:Peixiang.html,18-4350,https://dblp.org/pid/18/4350.html,9
peixiang zhao,united states,florida state university,https://dblp.org/pers/z/Zhao:Peixiang.html,18-4350,https://dblp.org/pid/18/4350.html,10
peng cheng,china,east china normal university,https://dblp.org/pid/76/185-3.html,76-185-3,https://dblp.org/pid/76/185-3.html,1
peng zhang,china,tianjin university,https://dblp.uni-trier.de/pers/hd/z/Zhang_0002:Peng,21-1048-2,https://dblp.uni-trier.de/pid/21/1048-2.html,4
pengfei duan,china,wuhan university of technology,https://dblp.org/pers/d/Duan:Pengfei.html,70-9686,https://dblp.org/pid/70/9686.html,7
periklis andritsos,canada,university of toronto,https://dblp.org/pid/52/1486.html,52-1486,https://dblp.org/pid/52/1486.html,10
peter alvaro,united states,uc santa cruz,https://dblp.org/pers/a/Alvaro:Peter.html,25-4106,https://dblp.org/pid/25/4106.html,1
peter bailis,united states,mit and stanford,https://dblp.org/pers/b/Bailis:Peter.html,47-8816,https://dblp.org/pid/47/8816.html,8
peter boncz,netherlands,cwi,https://dblp.org/pers/b/Boncz:Peter_A=.html,b-PeterABoncz,https://dblp.org/pid/b/PeterABoncz.html,6
peter haas,united states,university of massachusetts amherst,https://dblp.org/pers/hd/h/Haas:Peter_J=,h-PeterJHaas,https://dblp.org/pid/h/PeterJHaas.html,10
peter pietzuch,united kingdom,imperial college london,https://dblp.org/pid/45/4887.html,45-4887,https://dblp.org/pid/45/4887.html,9
peter pietzuch,united kingdom,imperial college london,https://dblp.org/pid/45/4887.html,45-4887,https://dblp.org/pid/45/4887.html,3
peter triantafillou,united kingdom,university of warwick,https://dblp.org/pers/t/Triantafillou:Peter.html,t-PeterTriantafillou,https://dblp.org/pid/t/PeterTriantafillou.html,6
peter wood,united kingdom,birkbeck,https://dblp.uni-trier.de/pers/hd/w/Wood:Peter_T=,w-PeterTWood,https://dblp.uni-trier.de/pid/w/PeterTWood.html,2
philip bernstein,united states,microsoft research,https://dblp.org/pers/b/Bernstein:Philip_A=.html,b-PhilipABernstein,https://dblp.org/pid/b/PhilipABernstein.html,3
philipp christmann,germany,"max planck institute for informatics, saarland informatics campus",https://dblp.uni-trier.de/pers/hd/c/Christmann:Philipp,250-2789,https://dblp.uni-trier.de/pid/250/2789.html,1
philippe bonnet,denmark,"it univ copenhagen, denmark",https://dblp.org/pers/b/Bonnet:Philippe.html,b-PBonnet,https://dblp.org/pid/b/PBonnet.html,9
